"District","Copper - Sufficient","Copper - Deficient","Boron - Sufficient","Boron - Deficient","S - Sufficient","S - Deficient","Fe - Sufficient","Fe - Deficient","Zn - Sufficient","Zn - Deficient","Mn - Sufficient","Mn - Deficient"
"SOUTH GOA","97.56558237145855%","2.434417628541448%","47.06416464891041%","52.93583535108959%","57.63715001138174%","42.36284998861826%","96.79110738255034%","3.2088926174496644%","82.54568367989918%","17.45431632010082%","93.65312107247591%","6.346878927524089%"
"NORTH GOA","99.29115253347335%","0.7088474665266474%","74.7442680776014%","25.25573192239859%","82.07301173402868%","17.926988265971318%","99.50222687974849%","0.49777312025150644%","69.00815574848724%","30.99184425151276%","95.96436058700209%","4.035639412997903%"
