"District","Nitrogen - High","Nitrogen - Medium","Nitrogen - Low","Phosphorous - High","Phosphorous - Medium","Phosphorous - Low","Potassium - High","Potassium - Medium","Potassium - Low","OC - High","OC - Medium","OC - Low","EC - Saline","EC - Non Saline","pH - Acidic","pH - Neutral","pH - Alkaline"
"SOUTH GOA","3.600654664484452%","86.7430441898527%","9.656301145662848%","9.866017052375152%","12.911084043848964%","77.22289890377589%","34.00544959128065%","33.787465940054496%","32.20708446866485%","93.18057828696126%","3.436988543371522%","3.382433169667212%","13.81004366812227%","86.18995633187772%","65.44559868780755%","34.4997266265719%","0.05467468562055768%"
"NORTH GOA","48.04733727810651%","18.284023668639055%","33.66863905325444%","32.43055555555556%","27.083333333333332%","40.486111111111114%","20.550351288056206%","40.39812646370024%","39.05152224824356%","68.17370612730518%","2.795954788816181%","29.030339083878644%","0.8976660682226212%","99.10233393177738%","66.80799515445185%","33.192004845548155%","0%"
