"District","Nitrogen - High","Nitrogen - Medium","Nitrogen - Low","Phosphorous - High","Phosphorous - Medium","Phosphorous - Low","Potassium - High","Potassium - Medium","Potassium - Low","OC - High","OC - Medium","OC - Low","EC - Saline","EC - Non Saline","pH - Acidic","pH - Neutral","pH - Alkaline"
"CHURACHANDPUR","0%","6.363636363636363%","93.63636363636364%","5.956112852664577%","90.59561128526646%","3.4482758620689653%","0%","5.438066465256798%","94.5619335347432%","1.524390243902439%","89.9390243902439%","8.536585365853659%","69.01840490797547%","30.98159509202454%","27.142857142857142%","57.142857142857146%","15.714285714285714%"
