"District","Nitrogen - High","Nitrogen - Medium","Nitrogen - Low","Phosphorous - High","Phosphorous - Medium","Phosphorous - Low","Potassium - High","Potassium - Medium","Potassium - Low","OC - High","OC - Medium","OC - Low","EC - Saline","EC - Non Saline","pH - Acidic","pH - Neutral","pH - Alkaline"
"Dhalai","0.015176809834572773%","20.974351191379572%","79.01047199878586%","72.69294668479081%","27.035191058752453%","0.27186225645672857%","0.06034092623321768%","92.09533866344849%","7.844320410318298%","86.5434550175653%","7.896746601496869%","5.559798380937834%","0.2629950495049505%","99.73700495049505%","99.00110987791344%","0.919613128270176%","0.07927699381639448%"
"North Tripura","0.10427528675703858%","83.14216197427876%","16.7535627389642%","1.597777005904828%","98.33275442862104%","0.06946856547412296%","0.0346860908775581%","96.53139091224419%","3.433922996878252%","66.78248783877693%","30.92425295343989%","2.2932592077831826%","0.17409470752089137%","99.8259052924791%","87.54795953958842%","12.033484478549006%","0.41855598186257414%"
"West Tripura","0%","46.81208053691275%","53.18791946308725%","18.666666666666668%","78.66666666666667%","2.6666666666666665%","0%","94.02985074626865%","5.970149253731344%","6.587837837837838%","40.87837837837838%","52.53378378378378%","0%","100%","31.748726655348047%","68.25127334465195%","0%"
"Sepahijala","0.15432098765432098%","52.46913580246913%","47.376543209876544%","35.07692307692308%","64.15384615384616%","0.7692307692307693%","0%","93.84615384615384%","6.153846153846154%","9.876543209876543%","42.592592592592595%","47.53086419753087%","0.15384615384615385%","99.84615384615384%","40.21571648690293%","59.78428351309707%","0%"
"Khowai","0.4854368932038835%","28.640776699029125%","70.87378640776699%","37.37864077669903%","62.62135922330097%","0%","0%","100%","0%","1.941747572815534%","27.66990291262136%","70.3883495145631%","0%","100%","44.8780487804878%","55.1219512195122%","0%"
"Gomati","0%","81.38138138138139%","18.61861861861862%","0.1497005988023952%","99.55089820359281%","0.2994011976047904%","0%","97.01046337817638%","2.9895366218236172%","7.078313253012048%","91.26506024096386%","1.6566265060240963%","0%","100%","83.9258114374034%","16.0741885625966%","0%"
"South Tripura","0%","98.03921568627452%","1.9607843137254901%","76.47058823529412%","23.529411764705884%","0%","0%","98.03921568627452%","1.9607843137254901%","50.98039215686274%","47.05882352941177%","1.9607843137254901%","0%","100%","33.333333333333336%","66.66666666666667%","0%"
