"District","Nitrogen - High","Nitrogen - Medium","Nitrogen - Low","Phosphorous - High","Phosphorous - Medium","Phosphorous - Low","Potassium - High","Potassium - Medium","Potassium - Low","OC - High","OC - Medium","OC - Low","EC - Saline","EC - Non Saline","pH - Acidic","pH - Neutral","pH - Alkaline"
"KARAIKAL","0%","0%","100%","29.292929292929294%","63.2996632996633%","7.407407407407407%","34.00673400673401%","38.04713804713805%","27.946127946127945%","22.55892255892256%","49.494949494949495%","27.946127946127945%","6.0606060606060606%","93.93939393939394%","0.3367003367003367%","98.31649831649831%","1.3468013468013469%"
"PONDICHERRY","0%","0%","100%","74.36241610738254%","17.315436241610737%","8.322147651006711%","17.71812080536913%","42.68456375838926%","39.59731543624161%","0%","0%","0%","6.308724832214765%","93.69127516778524%","3.221476510067114%","95.70469798657719%","1.0738255033557047%"
